Company,Review Date,Cocoa Percentage,Company Location,Rating,Bean Origin,Broad Bean Origin,Bean Type
Nova Monda,2012,0.7,Nicaragua,3.0,La Patriota,Nicaragua,Unknown
Nova Monda,2012,0.75,Nicaragua,2.75,La Dalia,Nicaragua,Unknown
Nova Monda,2012,0.8,Nicaragua,3.25,Punta Galera,Ecuador,Forastero
Nuance,2015,0.7,U.S.A.,3.75,Ghana,Ghana,Forastero
Nuance,2015,0.7,U.S.A.,2.75,Ecuador,Ecuador,Trinitario
Nuance,2015,0.7,U.S.A.,3.0,Canoabo,Venezuela,Criollo
Nuance,2015,0.7,U.S.A.,3.5,Sambirano,Madagascar,Trinitario
Nuance,2015,0.7,U.S.A.,3.75,La Red,Dominican Republic,Unknown
Ocho,2016,1.0,New Zealand,2.75,Sang Yum Coop,Samoa,Unknown
Ocho,2016,0.7,New Zealand,3.5,Sang Yum Coop,Samoa,Unknown
Ocho,2014,0.66,New Zealand,2.75,Papua New Guinea,Papua New Guinea,Unknown
Ocho,2014,0.7,New Zealand,3.0,Papua New Guinea,Papua New Guinea,Unknown
Ocho,2014,0.88,New Zealand,3.25,Papua New Guinea,Papua New Guinea,Unknown
Ocho,2014,0.74,New Zealand,3.5,Papua New Guinea,Papua New Guinea,Unknown
Olive and Sinclair,2010,0.72,U.S.A.,3.0,Dominican Republic,Dominican Republic,Unknown
Olive and Sinclair,2010,0.72,U.S.A.,3.0,Ghana,Ghana,Forastero
Olive and Sinclair,2009,0.67,U.S.A.,2.75,Dark,Ghana,Unknown
Olive and Sinclair,2009,0.75,U.S.A.,3.0,Dark,Ghana,Unknown
Olivia,2011,0.76,Canada,2.0,Carribean,Carribean,Unknown
Olivia,2011,0.76,Canada,2.75,Carribean,Carribean,Unknown
Olivia,2011,0.85,Canada,2.75,Carribean,Carribean,Unknown
Olivia,2011,0.85,Canada,3.0,Carribean,Carribean,Unknown
Omnom,2016,0.7,Iceland,3.75,Kakao Kamili,Tanzania,Trinitario
Omnom,2014,0.7,Iceland,3.0,Papua New Guinea,Papua New Guinea,Unknown
Omnom,2014,0.66,Iceland,3.5,Madagascar,Madagascar,Trinitario
organicfair,2013,0.74,Canada,2.75,Maya,Belize,Trinitario
organicfair,2013,0.72,Canada,2.75,La Red,Dominican Republic,Unknown
organicfair,2013,0.72,Canada,2.75,Nicaragua,Nicaragua,Trinitario
organicfair,2013,0.72,Canada,3.0,Caribe,Dominican Republic,Unknown
organicfair,2013,0.72,Canada,3.0,Mindo,Ecuador,Trinitario
Original Beans (Felchlin),2014,0.68,Switzerland,2.75,Papua New Guinea,Papua New Guinea,Unknown
Original Beans (Felchlin),2014,0.8,Switzerland,3.25,Grand Cru,Unknown,Blend
Original Beans (Felchlin),2011,0.66,Switzerland,3.75,Alto Beni,Bolivia,Unknown
Original Beans (Felchlin),2009,0.7,Switzerland,3.0,Dominican Republic,Congo,Forastero
Original Beans (Felchlin),2009,0.75,Switzerland,3.0,Piura,Peru,Criollo
Original Beans (Felchlin),2009,0.68,Switzerland,3.25,Alto Beni,Bolivia,Unknown
Pacari,2016,0.7,Ecuador,4.0,Sierra Nevada,Colombia,Unknown
Pacari,2014,0.7,Ecuador,3.25,Garaua,Ecuador,Unknown
Pacari,2014,0.7,Ecuador,3.5,Cumbia,Ecuador,Unknown
Pacari,2014,0.7,Ecuador,3.75,Montubia,Ecuador,Unknown
Pacari,2014,0.7,Ecuador,4.0,Tangara,Ecuador,Unknown
Pacari,2012,0.85,Ecuador,2.75,Ecuador,Ecuador,Unknown
Pacari,2012,0.7,Ecuador,4.0,Piura,Peru,Unknown
Pacari,2011,0.7,Ecuador,3.5,Nube- prototype,Ecuador,Unknown
Pacari,2008,0.6,Ecuador,2.5,Esmeraldas,Ecuador,Forastero
Pacari,2008,0.65,Ecuador,2.75,Manabi,Ecuador,Forastero
Pacari,2008,0.72,Ecuador,3.0,Los Rios,Ecuador,Forastero
Pacari,2008,1.0,Ecuador,2.0,Raw,Ecuador,Forastero
Pacari,2008,0.7,Ecuador,3.5,Raw,Ecuador,Forastero
Palette de Bine,2016,0.7,Canada,2.75,Lachua,Guatemala,Unknown
Palette de Bine,2016,0.72,Canada,3.0,Maya,Belize,Trinitario
Palette de Bine,2015,0.7,Canada,3.25,Silvestre,Bolivia,Unknown
Palette de Bine,2015,0.7,Canada,3.25,San Juan,Trinidad,Trinitario
Palette de Bine,2015,0.72,Canada,3.5,Kokoa Kamili,Tanzania,Unknown
Palette de Bine,2015,0.72,Canada,3.75,Lam Dong,Vietnam,Trinitario
Palette de Bine,2014,0.72,Canada,2.75,Alto Beni,Bolivia,Unknown
Palette de Bine,2014,0.78,Canada,3.75,Sambirano,Madagascar,Trinitario
Palette de Bine,2014,0.75,Canada,2.75,Camino Verde,Ecuador,Unknown
Palette de Bine,2014,0.75,Canada,3.5,Gran Couva,Trinidad,Blend
Palette de Bine,2014,0.7,Canada,3.75,Gran Couva,Trinidad,Trinitario
Parliament,2016,0.7,U.S.A.,3.25,Kilombero,Tanzania,Unknown
Parliament,2015,0.7,U.S.A.,3.5,Lachua,Guatemala,Unknown
Parliament,2014,0.7,U.S.A.,3.0,Alto Beni,Bolivia,Unknown
Parliament,2014,0.7,U.S.A.,3.5,Oko Caribe,Dominican Republic,Unknown
Patric,2011,0.7,U.S.A.,3.75,Signature Blend,Unknown,Blend
Patric,2009,0.75,U.S.A.,4.0,Madagascar,Madagascar,Trinitario
Patric,2009,0.67,U.S.A.,3.5,Madagascar,Madagascar,Trinitario
Patric,2009,0.7,U.S.A.,3.5,Rio,Venezuela,Trinitario
Patric,2007,0.7,U.S.A.,4.0,Madagascar,Madagascar,Trinitario
Patric,2013,0.67,U.S.A.,4.0,Piura,Peru,Unknown
Pierre Marcolini,2015,0.7,Belgium,3.25,Haut Penja,Cameroon,Forastero
Pierre Marcolini,2010,0.75,Belgium,3.0,Chuao,Venezuela,Criollo
Pierre Marcolini,2010,0.75,Belgium,3.25,Trinite,Trinidad,Trinitario
Pierre Marcolini,2010,0.78,Belgium,3.75,Baracoa,Cuba,Criollo
Pierre Marcolini,2010,0.85,Belgium,3.0,Peru,Peru,Criollo
Pierre Marcolini,2009,0.72,Belgium,3.0,Bahia,Brazil,Forastero
Pierre Marcolini,2009,0.72,Belgium,3.0,Porcelana,Mexico,Criollo
Pierre Marcolini,2007,0.7,Belgium,4.0,Cabosse,Venezuela,Blend
Pierre Marcolini,2007,0.72,Belgium,3.75,Los Rios,Ecuador,Forastero
Pierre Marcolini,2007,0.72,Belgium,4.0,Sambirano,Madagascar,Trinitario
Pierre Marcolini,2007,0.85,Belgium,3.5,Fleur de Cacao,Venezuela,Blend
Pierre Marcolini,2006,0.72,Belgium,4.0,Porcelana,Mexico,Criollo
Pierre Marcolini,2006,0.72,Belgium,3.0,Kendem Lembu,Indonesia,Criollo
Pierre Marcolini,2006,0.72,Belgium,4.0,Ocumare,Venezuela,Criollo
Pitch Dark,2015,0.62,U.S.A.,2.5,Tenor,Nicaragua,Unknown
Pitch Dark,2015,0.8,U.S.A.,2.75,Johe,Nicaragua,Unknown
Pitch Dark,2015,0.8,U.S.A.,2.75,Chuno,Nicaragua,Criollo
Pitch Dark,2015,0.8,U.S.A.,2.75,Nicaliso,Nicaragua,Trinitario
Pitch Dark,2015,0.8,U.S.A.,3.25,Rugoso,Nicaragua,Unknown
Pitch Dark,2014,0.73,U.S.A.,3.25,Akesson,Madagascar,Trinitario
Pitch Dark,2014,0.73,U.S.A.,2.5,Namau Village,Fiji,Trinitario
Pitch Dark,2014,0.73,U.S.A.,3.25,Camino Verde,Ecuador,Unknown
Pitch Dark,2014,0.73,U.S.A.,3.5,Camino Verde,Ecuador,Unknown
Potomac,2016,0.7,U.S.A.,3.75,Oko Caribe,Dominican Republic,Unknown
Potomac,2014,0.7,U.S.A.,3.75,Cuyagua,Venezuela,Unknown
Potomac,2011,0.7,U.S.A.,3.5,Upala,Costa Rica,Matina
Potomac,2011,0.7,U.S.A.,3.0,Upala,Costa Rica,Matina
Potomac,2011,0.7,U.S.A.,2.75,San Martin,Peru,Unknown
Potomac,2011,0.7,U.S.A.,3.5,Bahia,Brazil,Unknown
Potomac,2010,0.82,U.S.A.,3.75,Upala,Costa Rica,Matina
Pralus,2015,0.75,France,3.25,Peru,Peru,Unknown
Pralus,2011,0.75,France,3.25,Porcelana,Venezuela,Criollo
Pralus,2010,0.75,France,3.5,Chuao,Venezuela,Trinitario
Pralus,2009,0.75,France,2.0,Cuyagua,Venezuela,Unknown
Pralus,2008,0.75,France,3.0,Papouasie,Papua New Guinea,Trinitario
Pralus,2008,1.0,France,3.0,Sambirano,Madagascar,Criollo
Pralus,2008,0.75,France,2.0,Dominican Republic,Dominican Republic,Unknown
Pralus,2008,0.75,France,3.5,Monte Alegre,Brazil,Unknown
Pralus,2007,0.75,France,4.0,Claudio Corallo w/ nibs,Sao Tome,Forastero
Pralus,2006,0.75,France,3.0,Monte Alegre,Brazil,Forastero
Pralus,2006,0.75,France,3.5,Tanzania,Tanzania,Criollo
Pralus,2006,0.75,France,3.5,Sao Tome,Sao Tome,Forastero
Pralus,2006,0.75,France,3.5,Trinidad,Trinidad,Trinitario
Pralus,2006,0.75,France,3.75,Madagascar,Madagascar,Criollo
Pralus,2006,0.75,France,3.5,Java,Indonesia,Criollo
Pralus,2006,0.75,France,3.5,Barlovento,Venezuela,Trinitario
Pralus,2006,0.75,France,4.0,Jamaica,Jamaica,Trinitario
Pralus,2006,0.75,France,3.0,Equateur,Ecuador,Trinitario
Pralus,2006,0.75,France,3.0,Vanuatu,Vanuatu,Trinitario
Pralus,2006,0.75,France,3.25,Ghana,Ghana,Forastero
Pralus,2006,0.75,France,3.5,Colombia,Colombia,Trinitario
Pralus,2006,0.8,France,4.0,Fortissima,Ecuador,Criollo
Pralus,2006,0.75,France,3.0,Cuba,Cuba,Trinitario
Pralus,2006,0.75,France,3.0,Caracas,Venezuela,Trinitario
Pralus,2006,0.75,France,3.5,Djakarta,Indonesia,Criollo
Pump Street Bakery,2016,0.77,U.K.,3.5,Chocoan Rainforest,Ecuador,Unknown
Pump Street Bakery,2015,0.7,U.K.,3.5,Crayfish Bay Estate,Grenada,Trinitario
Pump Street Bakery,2015,0.74,U.K.,3.5,Akesson,Madagascar,Criollo
Pump Street Bakery,2015,0.8,U.K.,2.75,Honduras,Honduras,Unknown
Pump Street Bakery,2014,0.75,U.K.,2.75,Patanemo,Venezuela,Trinitario
Pump Street Bakery,2014,0.75,U.K.,3.0,Guantupi River,Ecuador,Forastero
Pump Street Bakery,2014,0.72,U.K.,3.25,Akesson,Madagascar,Trinitario
Pump Street Bakery,2014,0.85,U.K.,2.75,Guantupi River,Ecuador,Forastero
Q Chocolate,2013,0.75,Brazil,3.25,Brazil,Brazil,Unknown
Q Chocolate,2013,0.85,Brazil,3.5,Brazil,Brazil,Unknown
Q Chocolate,2013,0.55,Brazil,2.75,Brazil,Brazil,Unknown
Q Chocolate,2013,0.8,Brazil,3.25,Brazil,Brazil,Unknown
Q Chocolate,2012,0.6,Brazil,3.0,Brazil,Brazil,Unknown
Q Chocolate,2012,0.65,Brazil,3.25,Brazil,Brazil,Unknown
Raaka,2016,0.7,U.S.A.,3.0,Amazon Basin Blend,Peru,Unknown
Raaka,2015,0.75,U.S.A.,2.75,Virunga,Congo,Forastero
Raaka,2012,0.75,U.S.A.,3.25,Madagascar,Madagascar,Trinitario
Raaka,2011,0.85,U.S.A.,3.5,La Red,Dominican Republic,Unknown
Ranger,2015,0.7,U.S.A.,2.5,San Martin,Peru,Unknown
Ranger,2015,0.8,U.S.A.,3.25,Chulucanas,Peru,Unknown
Ranger,2015,0.73,U.S.A.,3.5,Tumbes,Peru,Criollo
Republica del Cacao (aka Confecta),2010,0.75,Ecuador,3.25,Esmeraldas,Ecuador,Unknown
Republica del Cacao (aka Confecta),2009,0.75,Ecuador,2.5,Los Rios,Ecuador,Forastero
Republica del Cacao (aka Confecta),2007,0.75,Ecuador,3.0,Manabi,Ecuador,Forastero
Republica del Cacao (aka Confecta),2007,0.67,Ecuador,3.5,El Oro,Ecuador,Forastero
Republica del Cacao (aka Confecta),2007,0.75,Ecuador,3.75,Los Rios,Ecuador,Forastero
Ritual,2016,0.75,U.S.A.,3.75,Camino Verde,Ecuador,Unknown
Ritual,2015,0.85,U.S.A.,3.5,Camino Verde,Ecuador,Unknown
Ritual,2015,0.7,U.S.A.,3.5,Mid Mountain,Unknown,Blend
Ritual,2013,0.75,U.S.A.,3.75,Toledo District,Belize,Trinitario
Ritual,2013,0.75,U.S.A.,3.0,Maranon,Peru,Forastero
Ritual,2012,0.75,U.S.A.,4.0,Sambirano,Madagascar,Trinitario
Ritual,2012,0.75,U.S.A.,3.25,Camino Verde,Ecuador,Nacional
Ritual,2012,0.75,U.S.A.,3.5,Gran Couva,Trinidad,Trinitario
Ritual,2011,0.75,U.S.A.,3.5,Costa Rica,Costa Rica,Unknown
Roasting Masters,2016,0.7,South Korea,3.25,La Dorado,Costa Rica,Unknown
Roasting Masters,2016,0.7,South Korea,3.25,Tapanti,Costa Rica,Unknown
Roasting Masters,2016,0.7,South Korea,3.25,Malekula,Costa Rica,Unknown
Rogue,2016,0.75,U.S.A.,3.75,La Masica,Honduras,Unknown
Rogue,2015,0.7,U.S.A.,3.75,Carenero,Venezuela,Unknown
Rogue,2015,0.75,U.S.A.,3.25,Tranquilidad,Bolivia,Unknown
Rogue,2014,0.8,U.S.A.,3.75,Porcelana,Venezuela,Criollo
Rogue,2013,0.7,U.S.A.,3.5,Akesson,Madagascar,Trinitario
Rogue,2013,0.7,U.S.A.,3.5,Hispaniola,Dominican Republic,Unknown
Rogue,2013,0.75,U.S.A.,4.0,Silvestre,Bolivia,Unknown
Rogue,2013,0.75,U.S.A.,3.75,Bachelor's Hall E.,Jamaica,Trinitario
Rogue,2012,0.75,U.S.A.,3.75,Camino Verde,Ecuador,Nacional
Rogue,2011,0.75,U.S.A.,3.0,Silvestre,Bolivia,Criollo
Rogue,2010,0.75,U.S.A.,3.75,Piura,Peru,Unknown
Rogue,2009,0.7,U.S.A.,3.5,Rio,Venezuela,Trinitario
Rogue,2008,0.7,U.S.A.,2.75,Hispaniola,Dominican Republic,Unknown
Rogue,2008,0.7,U.S.A.,2.75,Jamaica,Jamaica,Trinitario
Rogue,2008,0.7,U.S.A.,2.75,Sambirano,Madagascar,Trinitario
Rogue,2008,0.7,U.S.A.,3.0,Trinidad,Trinidad,Trinitario
Rozsavolgyi,2012,0.84,Hungary,2.5,Sur del Lago,Venezuela,Unknown
Rozsavolgyi,2012,0.76,Hungary,2.25,Rio,Venezuela,Trinitario
Rozsavolgyi,2012,0.72,Hungary,2.5,Sambirano,Madagascar,Trinitario
Rozsavolgyi,2011,0.73,Hungary,3.5,Carenero,Venezuela,Criollo
Rozsavolgyi,2011,0.71,Hungary,2.5,Porcelana,Venezuela,Unknown
Rozsavolgyi,2011,0.7,Hungary,3.5,Araguani,Venezuela,Unknown
Rozsavolgyi,2011,0.77,Hungary,2.75,Principe,Principe,Forastero
S.A.I.D.,2010,0.64,Italy,3.5,Malgascio,Madagascar,Trinitario
S.A.I.D.,2010,1.0,Italy,1.5,100 percent,Unknown,Unknown
S.A.I.D.,2010,0.7,Italy,3.0,Samana,Dominican Republic,Unknown
S.A.I.D.,2010,0.72,Italy,3.5,Arawak,Carribean,Unknown
S.A.I.D.,2010,0.72,Italy,3.5,Latino,Unknown,Unknown
Salgado,2008,0.7,Argentina,3.5,Bahia,Brazil,Forastero
Salgado,2008,0.7,Argentina,3.5,Esmeraldas,Ecuador,Forastero
Salgado,2008,0.7,Argentina,3.5,Carenero,Venezuela,Trinitario
Salgado,2008,0.7,Argentina,3.5,Rio,Ecuador,Forastero
Santander (Compania Nacional),2009,0.75,Colombia,2.75,Colombia,Colombia,Forastero
Santander (Compania Nacional),2009,0.7,Colombia,3.0,Colombia,Colombia,Forastero
Santander (Compania Nacional),2006,0.53,Colombia,2.0,Colombia,Colombia,Forastero
Santander (Compania Nacional),2006,0.65,Colombia,3.0,Colombia,Colombia,Forastero
Santander (Compania Nacional),2006,0.7,Colombia,4.0,Colombia,Colombia,Forastero
Scharffen Berger,2012,0.78,U.S.A.,4.0,San Juan,Peru,Unknown
Scharffen Berger,2011,0.68,U.S.A.,3.75,Markham Valley,Papua New Guinea,Unknown
Scharffen Berger,2010,0.68,U.S.A.,3.5,Camahogne,Grenada,Trinitario
Scharffen Berger,2010,0.65,U.S.A.,3.75,Amina,Madagascar,Trinitario
Scharffen Berger,2009,0.68,U.S.A.,3.75,Tome Acu,Brazil,Unknown
Scharffen Berger,2009,0.65,U.S.A.,4.0,Asante,Ghana,Forastero
Scharffen Berger,2009,0.72,U.S.A.,3.75,Ben Tre,Vietnam,Trinitario
Scharffen Berger,2008,0.72,U.S.A.,3.0,Finisterra,Venezuela,Blend
Scharffen Berger,2007,0.72,U.S.A.,3.0,Las Islas,Carribean,Blend
Scharffen Berger,2007,0.62,U.S.A.,3.0,Nibby,Unknown,Unknown
Scharffen Berger,2007,0.75,U.S.A.,3.75,Cuyagua,Venezuela,Unknown
Scharffen Berger,2007,0.75,U.S.A.,3.0,Antilles,Carribean,Blend
Scharffen Berger,2006,0.82,U.S.A.,2.0,Extra Dark,Unknown,Unknown
Scharffen Berger,2006,0.7,U.S.A.,3.5,Bittersweet,Unknown,Blend
Scharffen Berger,2006,0.68,U.S.A.,2.0,Kumasi Sambirano,Ghana,Blend
Scharffen Berger,2006,0.7,U.S.A.,2.0,Jamaica,Jamaica,Trinitario
Scharffen Berger,2006,0.62,U.S.A.,3.0,Semisweet,Unknown,Blend
Shark Mountain,2015,0.72,U.S.A.,3.25,Jamaica,Jamaica,Trinitario
Shark Mountain,2015,0.73,U.S.A.,3.5,Papua New Guinea,Papua New Guinea,Forastero
Shark Mountain,2015,0.77,U.S.A.,2.75,Cuyagua,Venezuela,Criollo
Shark Mountain,2015,0.74,U.S.A.,3.5,ROIG,Dominican Republic,Criollo
Shark Mountain,2014,0.75,U.S.A.,3.0,Ecuador,Ecuador,Trinitario
Shark Mountain,2014,0.72,U.S.A.,3.25,Belize,Belize,Criollo
Silvio Bessone,2011,0.67,Italy,3.0,Maya,Belize,Criollo
Silvio Bessone,2011,0.65,Italy,3.25,Trintade,Sao Tome,Forastero
Silvio Bessone,2011,0.6,Italy,3.25,Bahia,Brazil,Trinitario
Silvio Bessone,2011,0.68,Italy,3.0,Porcelana,Colombia,Criollo
Sirene,2016,0.73,Canada,3.5,Wild Bolivian,Bolivia,Unknown
Sirene,2016,0.73,Canada,3.5,Kokoa Kamili,Tanzania,Unknown
Sirene,2016,0.73,Canada,3.75,Esmeraldas,Ecuador,Unknown
Sirene,2015,1.0,Canada,3.0,Somia,Madagascar,Trinitario
Sirene,2015,1.0,Canada,3.0,Camino Verde,Ecuador,Unknown
Sirene,2015,0.73,Canada,3.0,Lachua,Guatemala,Unknown
Sirene,2015,0.73,Canada,3.25,Lachua,Guatemala,Unknown
Sirene,2015,0.73,Canada,3.25,Pisa,Haiti,Unknown
Sirene,2014,0.67,Canada,3.75,Somia,Madagascar,Trinitario
Sirene,2014,0.73,Canada,3.75,Somia,Madagascar,Trinitario
Sirene,2014,0.73,Canada,3.75,Camino Verde,Ecuador,Unknown
"Smooth Chocolator, The",2017,0.7,Australia,3.5,Oko Caribe,Dominican Republic,Unknown
"Smooth Chocolator, The",2016,0.7,Australia,3.75,Guasare,Venezuela,Criollo
"Smooth Chocolator, The",2016,0.7,Australia,4.0,Porcelana,Ecuador,Criollo
"Smooth Chocolator, The",2016,0.7,Australia,3.75,Maya,Belize,Unknown
"Smooth Chocolator, The",2016,0.7,Australia,3.0,Tien Giang,Vietnam,Trinitario
"Smooth Chocolator, The",2016,0.67,Australia,3.75,Australia,Australia,Unknown
"Smooth Chocolator, The",2016,0.7,Australia,3.25,Chimelb,Guatemala,Unknown
"Smooth Chocolator, The",2015,0.65,Australia,3.25,Akesson,Madagascar,Trinitario
"Smooth Chocolator, The",2015,0.7,Australia,3.5,Akesson,Madagascar,Trinitario
"Smooth Chocolator, The",2015,0.67,Australia,3.75,Kokoa Kamili,Tanzania,Unknown
"Smooth Chocolator, The",2015,0.7,Australia,3.75,San Juan,Trinidad,Trinitario
"Smooth Chocolator, The",2015,0.72,Australia,4.0,Camino Verde,Ecuador,Unknown
"Smooth Chocolator, The",2015,0.72,Australia,2.75,Bolivia,Bolivia,Unknown
"Smooth Chocolator, The",2015,0.65,Australia,3.5,Papua New Guinea,Papua New Guinea,Unknown
"Smooth Chocolator, The",2015,0.67,Australia,3.0,Maranon,Peru,Forastero
"Smooth Chocolator, The",2015,0.7,Australia,3.75,Chuao,Venezuela,Trinitario
Snake & Butterfly,2011,0.67,U.S.A.,1.5,Ghana,Ghana,Forastero
Snake & Butterfly,2010,0.68,U.S.A.,3.0,Madagascar,Madagascar,Trinitario
Snake & Butterfly,2010,0.68,U.S.A.,3.25,Ecuador,Ecuador,Unknown
Solstice,2014,0.7,U.S.A.,3.0,Bundibugyo,Uganda,Forastero
Solstice,2013,0.7,U.S.A.,3.0,Sambirano,Madagascar,Trinitario
Solstice,2013,0.7,U.S.A.,3.0,Amazonas,Venezuela,Unknown
Solstice,2013,0.7,U.S.A.,3.25,Bolivia,Bolivia,Unknown
Solstice,2013,0.7,U.S.A.,3.25,San Martin,Peru,Unknown
Solstice,2013,0.7,U.S.A.,3.5,Wasatch,Unknown,Blend
Soma,2016,0.62,Canada,3.5,Oko Caribe,Dominican Republic,Unknown
Soma,2016,0.7,Canada,3.5,Sambirano,Madagascar,Trinitario
Soma,2016,0.7,Canada,3.5,Bahia,Brazil,Forastero
Soma,2016,0.75,Canada,3.75,Abstract S. w/ Jamaica nibs,Venezuela,Unknown
Soma,2016,0.7,Canada,3.75,Chuno,Nicaragua,Trinitario
Soma,2016,0.7,Canada,4.0,Tien Giang,Vietnam,Trinitario
Soma,2016,0.7,Canada,3.25,Camino Verde,Ecuador,Unknown
Soma,2015,0.7,Canada,3.5,CSB Chama,Venezuela,Criollo
Soma,2015,0.75,Canada,4.0,Porcelana,Venezuela,Unknown
Soma,2014,0.7,Canada,3.5,La Tronca,Nicaragua,Unknown
Soma,2014,0.7,Canada,3.75,Maranon,Peru,Forastero
Soma,2014,0.7,Canada,3.25,La Dalia,Nicaragua,Trinitario
Soma,2014,0.8,Canada,3.5,Camino Verde,Ecuador,Forastero
Soma,2014,0.7,Canada,3.75,Espiritu Santo,Vanuatu,Forastero
Soma,2014,0.7,Canada,3.25,Little Big Man,Madagascar,Blend
Soma,2013,0.77,Canada,3.75,Rizek Cacao,Dominican Republic,Trinitario
Soma,2013,0.7,Canada,3.25,Java,Indonesia,Criollo
Soma,2013,0.7,Canada,2.75,Apurimac,Peru,Criollo
Soma,2013,0.7,Canada,3.75,Sangre Grande P.,Trinidad,Trinitario
Soma,2013,0.7,Canada,3.25,Chef's Blend,Unknown,Unknown
Soma,2013,0.7,Canada,3.75,Patanemo,Venezuela,Criollo
Soma,2013,0.88,Canada,4.0,Crazy 88,Guatemala,Unknown
Soma,2013,0.7,Canada,4.0,Maracaibo,Venezuela,Criollo
Soma,2013,0.67,Canada,4.0,Equator,Peru,Unknown
Soma,2013,0.7,Canada,3.25,Orinoco,Venezuela,Forastero
Soma,2013,0.7,Canada,4.0,Bachelor's Hall E.,Jamaica,Trinitario
Soma,2012,0.7,Canada,3.25,Noula Coop,Haiti,Unknown
Soma,2012,0.7,Canada,3.75,Oahu,Hawaii,Unknown
Soma,2012,0.7,Canada,4.0,Dual Origins,Dominican Republic,Blend
Soma,2012,0.7,Canada,4.0,Dancing in Your Head,Grenada,Blend
Soma,2012,0.7,Canada,3.5,Cahabon,Guatemala,Trinitario
Soma,2012,0.7,Canada,3.75,Carenero,Venezuela,Trinitario
Soma,2012,0.7,Canada,3.5,Eastern Promises,Madagascar,Blend
Soma,2012,0.85,Canada,3.5,Papua New Guinea,Papua New Guinea,Trinitario
Soma,2011,0.7,Canada,2.75,Grenada,Grenada,Trinitario
Soma,2011,0.7,Canada,3.5,Alto Beni,Bolivia,Nacional
Soma,2011,0.64,Canada,4.0,Peru,Peru,Unknown
Soma,2011,0.7,Canada,3.75,Elvesia,Dominican Republic,Forastero
Soma,2011,0.7,Canada,3.5,Chuao,Venezuela,Criollo
Soma,2010,0.7,Canada,3.75,Blend,Dominican Republic,Trinitario
Soma,2009,0.7,Canada,3.0,Hispaniola,Dominican Republic,Forastero
Soma,2009,0.7,Canada,3.5,Africa,Ghana,Forastero
Soma,2009,0.7,Canada,3.0,Conacado,Dominican Republic,Trinitario
Soma,2009,0.7,Canada,3.5,Papua New Guinea,Papua New Guinea,Trinitario
Soma,2009,0.7,Canada,3.75,Madagascar,Madagascar,Criollo
Soma,2009,0.7,Canada,3.75,Ocumare,Venezuela,Criollo
Soul,2017,0.7,Canada,3.25,Dominican Republic,Dominican Republic,Unknown
Soul,2017,0.7,Canada,3.5,Madagascar,Madagascar,Unknown
Soul,2017,0.75,Canada,3.5,Venezuela,Venezuela,Unknown
Soul,2017,0.75,Canada,3.25,Ecuador,Ecuador,Unknown
Soul,2017,0.77,Canada,3.25,Papua New Guinea,Papua New Guinea,Unknown
Soul,2017,0.8,Canada,3.5,Tanzania,Tanzania,Unknown
Spagnvola,2012,0.7,U.S.A.,3.0,AgroCriso Plantation,Dominican Republic,Unknown
Spagnvola,2012,0.8,U.S.A.,3.0,AgroCriso Plantation,Dominican Republic,Unknown
Spagnvola,2012,0.75,U.S.A.,3.25,AgroCriso Plantation,Dominican Republic,Unknown
Spencer,2017,0.7,U.S.A.,3.75,Dominican Republic,Dominican Republic,Unknown
Spencer,2017,0.7,U.S.A.,3.5,Ecuador,Ecuador,Unknown
Spencer,2017,0.7,U.S.A.,2.75,Peru,Peru,Unknown
Spencer,2016,0.7,Australia,3.5,Dominican Republic,Dominican Republic,Unknown
Spencer,2016,0.7,Australia,3.75,Ecuador,Ecuador,Unknown
Spencer,2016,0.7,Australia,3.75,Madagascar,Madagascar,Unknown
Spencer,2014,0.72,Australia,2.75,Malekula,Vanuatu,Trinitario
Starchild,2015,0.7,U.S.A.,3.0,Bolivar,Ecuador,Forastero
Starchild,2015,0.7,U.S.A.,3.0,Hispaniola,Dominican Republic,Unknown
Starchild,2015,0.7,U.S.A.,3.0,Cacao Verapaz,Guatemala,Unknown
Starchild,2015,0.7,U.S.A.,3.0,Rio,Nicaragua,Trinitario
Starchild,2015,0.7,U.S.A.,3.0,Sambirano,Madagascar,Trinitario
StRita Supreme,2012,0.65,U.S.A.,2.5,Samar,Philippines,Unknown
StRita Supreme,2012,0.7,U.S.A.,2.5,Samar,Philippines,Unknown
StRita Supreme,2012,0.75,U.S.A.,2.75,Samar,Philippines,Unknown
Szanto Tibor,2015,0.7,Hungary,3.25,Nacional,Ecuador,Unknown
Szanto Tibor,2015,0.88,Hungary,3.25,Baracoa,Cuba,Trinitario
Szanto Tibor,2015,0.7,Hungary,3.25,Ambolikapiky,Madagascar,Trinitario
Szanto Tibor,2015,0.7,Hungary,3.75,Winak,Ecuador,Forastero
Szanto Tibor,2015,0.7,Hungary,3.25,Ben Tre,Vietnam,Trinitario
Szanto Tibor,2015,0.7,Hungary,3.5,Fazenda,Brazil,Forastero
Szanto Tibor,2014,0.7,Hungary,3.5,Porcelana,Venezuela,Criollo
Szanto Tibor,2014,0.7,Hungary,3.75,Baracoa,Cuba,Trinitario
Szanto Tibor,2013,0.7,Hungary,3.5,Autumn,Madagascar,Criollo
Szanto Tibor,2013,0.7,Hungary,3.5,Spring,Madagascar,Criollo
Szanto Tibor,2013,0.7,Hungary,3.25,Cacao Blanco,Nicaragua,Unknown
